step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
7,5,39683.51,2036266.76,2075950.27,96359.73,56676.23,0,0
7,5,54291.7,2075950.27,2130241.97,59297.48,5005.78,0,0
7,5,132351.05,2130241.97,2262593.02,342434.78,169554.94,0,0
7,5,9990.6,2262593.02,2272583.62,20640,10649.4,0,0
7,5,33855.24,2272583.62,2306438.85,1.31E+07,1.25E+07,0,0
7,5,106286.15,2306438.85,2412725,1.33E+07,1.31E+07,0,0
7,5,89385.18,2412725,2502110.19,260557.78,171172.6,0,0
7,5,223760.9,2502110.19,2725871.09,1171315.23,947554.33,0,0
7,5,506375.58,2725871.09,3232246.67,8075434.74,7569059.16,0,0
7,5,243541.7,3232246.67,3475788.37,5895596.27,5652054.58,0,0
7,5,62485.46,3475788.37,3538273.83,88530.18,26044.72,0,0
7,4,2910.94,897281.06,894370.12,16654.51,19565.45,0,0
7,3,51861.21,894370.12,842508.92,435005.43,314551.85,0,0
7,1,9098.14,268,0,0,0,0,0
7,3,126331.28,0,0,505023.64,631354.92,0,0
7,1,14825.9,509595,494769.1,0,0,0,0
7,1,8340.39,439,0,0,0,0,0
7,1,12532.47,0,0,0,0,0,0
7,1,427,11739,11312,0,0,0,0
7,1,1140.43,49932,48791.57,0,0,0,0
7,1,427.62,39765,39337.38,0,0,0,0
7,1,15109.46,41033,25923.54,0,0,0,0
7,1,16050.88,25923.54,9872.66,0,0,0,0
7,3,153179.07,144156.79,0,47950.28,201129.35,0,0
7,1,2635.27,0,0,0,0,0,0
7,1,1519.53,129030,127510.47,0,0,0,0
7,1,9074.62,176,0,0,0,0,0
7,1,5744.4,25925,20180.6,0,0,0,0
7,1,11608.19,217,0,0,0,0,0
7,1,12327.45,171600.92,159273.47,0,0,0,0
7,5,36753.81,159273.47,196027.28,875756.9,645068.66,0,0
7,5,84265.18,196027.28,280292.46,381925.01,297659.82,0,0
7,5,12089.51,280292.46,292381.97,66736.01,54646.5,0,0
7,5,254934.1,292381.97,547316.07,8783836.03,1.02E+07,0,0
7,5,170600.43,547316.07,717916.5,6436909.65,6385836.94,0,0
7,5,31159.89,717916.5,749076.39,31863,889115.75,0,0
7,5,271304.21,749076.39,1020380.6,339227.44,67923.23,0,0
7,5,96244.27,1020380.6,1116624.88,230393.11,104468.87,0,0
7,5,197498.84,1116624.88,1314123.72,232023.55,34524.7,0,0
7,5,99772.4,1314123.72,1413896.12,146616.75,0,0,0
7,5,102359.63,1413896.12,1516255.75,1.03E+07,1.29E+07,0,0
7,5,50907.95,1516255.75,1567163.7,697034.83,421984.74,0,0
7,5,24268.52,1567163.7,1591432.23,132357.71,108483.43,0,0
7,5,90519.47,1591432.23,1681951.7,1.82E+07,1.81E+07,0,0
7,5,17809.04,1681951.7,1699760.74,1.81E+07,1.81E+07,0,0
7,5,5796.91,1699760.74,1705557.65,14372.48,8575.57,0,0
7,5,736383.61,1705557.65,2441941.26,5756770.3,5020386.7,0,0
7,5,103210.32,2441941.26,2545151.58,5240481.61,6712636.97,0,0
7,5,7880.94,2545151.58,2553032.52,6266309.22,6385836.94,0,0
7,5,67379.32,2553032.52,2620411.84,419914.35,346013.49,0,0
7,5,46526.41,2620411.84,2666938.24,184788.99,371.65,0,0
7,5,80014.35,2666938.24,2746952.59,424151.88,344137.53,0,0
7,5,21755.1,2746952.59,2768707.69,65590.85,43835.75,0,0
7,5,33465.54,2768707.69,2802173.22,44966.99,11501.46,0,0
7,5,119539.4,2802173.22,2921712.62,835904.95,671625.55,0,0
7,5,219896.67,2921712.62,3141609.29,1684506.07,1431686.33,0,0
7,5,310104.75,3141609.29,3451714.04,463661.68,153556.92,0,0
7,5,15835.12,3451714.04,3467549.17,115697.98,128929.7,0,0
7,5,126257.93,3467549.17,3593807.1,527148.77,232681.17,0,0
7,5,79647.21,3593807.1,3673454.3,192097.11,112449.9,0,0
7,5,208404.48,3673454.3,3881858.78,5618886.71,6465767.14,0,0
7,5,64257.25,3881858.78,3946116.03,105254,40996.75,0,0
7,5,75813.52,3946116.03,4021929.55,103759.02,27945.5,0,0
7,5,89650.79,4021929.55,4111580.34,1.09E+07,1.08E+07,0,0
7,5,84504.62,4111580.34,4196084.96,446921.42,392447.25,0,0
7,5,131707.8,4196084.96,4327792.76,2143229.44,1674676.75,0,0
7,5,223311.81,4327792.76,4551104.57,289850.78,49145.16,0,0
7,5,73152.03,4551104.57,4624256.61,214796.54,141644.5,0,0
7,5,283056.95,4624256.61,4907313.55,675184.96,392128.01,0,0
7,5,20042.9,4907313.55,4927356.46,500713.55,480670.65,0,0
7,5,137054.9,4927356.46,5064411.36,143748.04,6693.13,0,0
7,5,113656.68,5064411.36,5178068.04,6849235.33,6779300.28,0,0
7,5,65256.48,5178068.04,5243324.52,112891.15,47634.67,0,0
7,5,222536.02,5243324.52,5465860.55,708601.42,266931.55,0,0
7,5,167766.5,5465860.55,5633627.05,2194208.05,2026441.55,0,0
7,5,201410.49,5633627.05,5835037.54,486065.39,266931.55,0,0
7,5,32923.07,5835037.54,5867960.61,1464609.4,1431686.33,0,0
7,5,163514.32,5867960.61,6031474.93,2739253.95,2575739.64,0,0
7,5,54944.45,6031474.93,6086419.37,69876.14,14931.69,0,0
7,5,55863.88,6086419.37,6142283.26,125226.21,69362.32,0,0
7,5,165449.12,6142283.26,6307732.38,210843.79,45394.67,0,0
7,5,153472.72,6307732.38,6461205.1,4664439.32,4598815.2,0,0
7,5,12401.8,6461205.1,6473606.9,29756,0,0,0
7,5,6189.93,6473606.9,6479796.83,52447,642103.28,0,0
7,5,74145.33,6479796.83,6553942.16,92904.55,18759.22,0,0
7,5,224142.13,6553942.16,6778084.29,646126.87,421984.74,0,0
7,5,249374.52,6778084.29,7027458.81,1027189.38,1305828.01,0,0
7,5,97150.04,7027458.81,7124608.85,259151.97,162001.93,0,0
7,5,179435.15,7124608.85,7304044,7434501.43,7255066.28,0,0
7,5,245192,7304044,7549236,394092.44,148900.44,0,0
7,5,33031.47,7549236,7582267.46,62992,15475.09,0,0
7,5,283223.78,7582267.46,7865491.24,6159563.44,5876339.66,0,0
7,5,202241.9,7865491.24,8067733.13,884772.39,682530.5,0,0
7,5,569038.9,8067733.13,8636772.03,6166117.39,5597078.49,0,0
7,5,168209.67,8636772.03,8804981.7,400890.84,232681.17,0,0
7,1,12051.83,66538.96,54487.13,0,0,0,0
7,1,5341.97,54487.13,49145.16,0,0,0,0
7,1,6403.08,21309,14905.92,0,0,0,0
7,1,2893.18,123,0,0,0,0,0
7,1,3146.09,51229,48082.91,0,0,0,0
7,1,6823.06,16673,9849.94,0,0,0,0
7,1,8832.42,29960.53,21128.11,0,0,0,0
7,1,5653.02,21128.11,15475.09,0,0,0,0
7,1,504.83,608907.09,608402.27,0,0,0,0
7,1,9972.12,608402.27,598430.14,0,0,0,0
7,1,8700.92,61916,53215.08,0,0,0,0
7,1,2047.33,100382,98334.67,0,0,0,0
7,1,2656.21,1568,0,0,0,0,0
7,1,2067.57,0,0,0,0,0,0
7,2,295226.09,170318,0,0,295226.09,0,0
7,2,104225.08,10107,0,109367.96,183517.82,0,0
7,2,573285.84,17354.2,0,0,841435.22,0,0
7,3,223310.57,0,0,517791.72,592376.6,0,0
7,1,13256.84,138608.86,125352.02,0,0,0,0
7,2,1277771.78,125352.02,0,1.31E+07,1.41E+07,0,0
7,1,13524.51,210083.73,196559.22,0,0,0,0
7,1,27004.28,196559.22,169554.94,0,0,0,0
7,1,9413.91,285308.05,275894.14,0,0,0,0
7,1,8095.81,275894.14,267798.33,0,0,0,0
7,2,793967.31,50308,0,111767.2,905734.51,0,0
7,1,3254.52,6548,3293.48,0,0,0,0
7,1,10815.32,10524,0,0,0,0,0
7,2,1167278.82,0,0,1351404.32,2324423.73,0,0
7,1,8111.83,88867,80755.17,0,0,0,0
7,1,6256.13,100984,94727.87,0,0,0,0
7,1,5383.03,21582,16198.97,0,0,0,0
7,1,9161.94,16198.97,7037.03,0,0,0,0
7,1,24.75,8530,8505.25,0,0,0,0
7,1,253.22,678,424.78,0,0,0,0
7,3,164382.42,93467,0,0,164382.42,0,0
7,1,8134.08,153970,145835.92,0,0,0,0
7,1,9295.61,230905,221609.39,0,0,0,0
7,1,23140.34,36465,13324.66,0,0,0,0
7,1,17313.59,8627,0,0,0,0,0
7,2,773026.68,56906,0,703.11,889115.75,0,0
7,1,300.74,566,265.26,0,0,0,0
7,1,11425.82,37084.78,25658.96,0,0,0,0
7,1,6036.56,25658.96,19622.4,0,0,0,0
7,1,5131.26,3255,0,0,0,0,0
7,1,4857.92,25480,20622.08,0,0,0,0
7,5,104532.52,478,105010.52,5143.09,0,0,0
7,1,3188.19,29413,26224.81,0,0,0,0
7,1,2609.34,718,0,0,0,0,0
7,2,21172.65,16005,0,69468.31,90640.96,0,0
7,3,12910.33,136,0,0,12910.33,0,0
7,1,5128.14,20740,15611.86,0,0,0,0
7,2,245565.33,30762,0,175953.83,421519.16,0,0
7,1,2510.38,6190,3679.62,0,0,0,0
7,3,88414.44,1406,0,51066,259622.93,0,0
7,1,276.2,0,0,0,0,0,0
7,1,13866.78,0,0,0,0,0,0
7,1,24079.53,0,0,0,0,0,0
7,1,7860.26,0,0,0,0,0,0
7,1,29401.85,0,0,0,0,0,0
7,1,35499.54,0,0,0,0,0,0
7,1,8935.7,0,0,0,0,0,0
7,1,6248.42,0,0,0,0,0,0
7,1,12066.94,0,0,0,0,0,0
7,1,36977.71,0,0,0,0,0,0
7,1,5203.96,0,0,0,0,0,0
7,1,2318.74,0,0,0,0,0,0
7,1,11759.29,0,0,0,0,0,0
7,1,8632.38,0,0,0,0,0,0
7,1,957.47,0,0,0,0,0,0
7,1,10310.58,0,0,0,0,0,0
7,1,7324.56,0,0,0,0,0,0
7,1,13530.98,0,0,0,0,0,0
7,1,8072.47,0,0,0,0,0,0
7,1,4156.18,0,0,0,0,0,0
7,1,5933.77,0,0,0,0,0,0
7,1,8012.89,106992,98979.11,0,0,0,0
7,1,8384.24,1718,0,0,0,0,0
7,1,15252.67,58247,42994.33,0,0,0,0
7,1,2226,14937,12711,0,0,0,0
7,2,61824.71,36342,0,56601,0,0,0
7,2,26544.65,103444,76899.35,19043.17,0,0,0
7,1,7859.42,326,0,0,0,0,0
7,1,3051.93,0,0,0,0,0,0
7,1,18152.45,0,0,0,0,0,0
7,1,11591.3,0,0,0,0,0,0
7,1,30772.28,0,0,0,0,0,0
7,1,8971.91,30792,21820.09,0,0,0,0
7,1,8728.69,773729.79,765001.1,0,0,0,0
7,1,9782.98,765001.1,755218.12,0,0,0,0
7,3,54120.86,460099,405978.14,3326.07,57446.93,0,0
7,2,591002.43,75311,0,1067743.66,1658746.09,0,0
7,1,2012.08,9930.87,7918.79,0,0,0,0
7,1,2273.35,7918.79,5645.44,0,0,0,0
7,1,3810.43,16792,12981.57,0,0,0,0
7,5,159441.76,12981.57,172423.33,231527.47,72085.7,0,0
7,5,109182.14,172423.33,281605.47,178696.53,69514.39,0,0
7,5,478430.17,281605.47,760035.64,1034285.03,346139.62,0,0
7,5,48883.87,760035.64,808919.51,393953.68,345069.81,0,0
7,5,93766.05,808919.51,902685.56,1.62E+07,1.57E+07,0,0
7,5,367834.87,902685.56,1270520.43,4883037.95,4515203.08,0,0
7,5,287937.99,1270520.43,1558458.42,9977117.37,9689179.38,0,0
7,5,37360,1558458.42,1595818.41,88544.15,51184.15,0,0
7,5,130417.04,1595818.41,1726235.45,134831,4413.96,0,0
7,5,144711.18,1726235.45,1870946.63,1.11E+07,1.02E+07,0,0
7,5,356514.11,1870946.63,2227460.74,1795902.96,1289357.76,0,0
7,5,69970.41,2227460.74,2297431.15,884441.97,814471.57,0,0
7,5,310052.3,2297431.15,2607483.45,677196.57,669932.79,0,0
7,5,193934.43,2607483.45,2801417.89,839003.09,645068.66,0,0
7,5,3414.74,2801417.89,2804832.63,120449.02,117034.28,0,0
7,5,111325.33,2804832.63,2916157.96,327091.94,252367.25,0,0
7,5,405114.48,2916157.96,3321272.44,548931.88,143817.4,0,0
7,5,255660.11,3321272.44,3576932.55,300452.09,44791.98,0,0
7,5,155673.42,3576932.55,3732605.97,5788056.78,5632383.36,0,0
7,5,29679.97,3732605.97,3762285.94,134148.84,104468.87,0,0
7,5,33516.07,3762285.94,3795802.01,1.27E+07,1.27E+07,0,0
7,5,13795.35,3795802.01,3809597.35,171788.85,157993.5,0,0
7,5,50785.92,3809597.35,3860383.27,59544.99,8759.08,0,0
7,1,270.88,50435,50164.12,0,0,0,0
7,2,529611.71,39330,0,128264.94,439795.81,0,0
7,1,295.31,144,0,0,0,0,0
7,3,302788.52,0,0,367144.26,669932.79,0,0
7,1,4536.73,30240,25703.27,0,0,0,0
7,1,7481.86,3684,0,0,0,0,0
7,1,584.62,207,0,0,0,0,0
7,3,371574.2,0,0,2193547.2,3504660.25,0,0
7,1,1088.75,11036,9947.25,0,0,0,0
7,4,1411.62,24433,23021.38,334992.04,336403.65,0,0
7,1,922.93,1803,880.07,0,0,0,0
7,1,14290.67,3128,0,0,0,0,0
7,1,6876.93,5420,0,0,0,0,0
7,1,7669.67,36712,29042.33,0,0,0,0
7,1,19.06,70823,70803.94,0,0,0,0
7,1,3123.29,30757,27633.71,0,0,0,0
7,2,388950.76,43053,0,11999.56,532138.2,0,0
7,1,13439.35,0,0,0,0,0,0
7,4,6508.96,104886,98377.04,486866.63,314551.85,0,0
7,1,10751.65,20997,10245.35,0,0,0,0
7,1,3772.29,10245.35,6473.06,0,0,0,0
7,1,26470.27,6473.06,0,0,0,0,0
7,1,8609.96,22350,13740.04,0,0,0,0
7,1,3090.43,44654,41563.57,0,0,0,0
7,1,4605.97,41563.57,36957.6,0,0,0,0
7,1,5664.36,20019,14354.64,0,0,0,0
7,1,7510.32,210162,202651.68,0,0,0,0
7,1,6132.71,37768,31635.29,0,0,0,0
7,1,4841.21,31635.29,26794.08,0,0,0,0
7,1,13019.49,26794.08,13774.6,0,0,0,0
7,1,15430,13774.6,0,0,0,0,0
7,1,16751.47,0,0,0,0,0,0
7,1,411.33,0,0,0,0,0,0
7,1,14688.56,0,0,0,0,0,0
7,1,1770.69,0,0,0,0,0,0
7,1,8782.04,0,0,0,0,0,0
7,1,8471.49,0,0,0,0,0,0
7,1,34061.71,0,0,0,0,0,0
7,1,10386.18,0,0,0,0,0,0
7,1,18068.4,0,0,0,0,0,0
7,1,6185.97,0,0,0,0,0,0
7,1,14503.64,0,0,0,0,0,0
7,1,9665.85,0,0,0,0,0,0
7,1,309.12,0,0,0,0,0,0
7,1,17320.1,0,0,0,0,0,0
7,1,12073.8,0,0,0,0,0,0
7,1,142.36,0,0,0,0,0,0
7,1,2885.37,0,0,0,0,0,0
7,1,1058.74,105646,104587.26,0,0,0,0
7,3,44762.67,104587.26,59824.59,45948.9,90711.57,0,0
7,1,9208.1,539899,530690.9,0,0,0,0
7,1,8690.52,1457.28,0,0,0,0,0
7,1,12999.83,0,0,0,0,0,0
7,1,16898.93,0,0,0,0,0,0
7,1,2212.69,5087,2874.31,0,0,0,0
7,1,7388.49,31183,23794.51,0,0,0,0
7,1,6488.26,3146,0,0,0,0,0
7,5,152896.27,11665,164561.27,288,0,0,0
7,1,2134.97,242278,240143.03,0,0,0,0
7,1,6913.08,26004,19090.92,0,0,0,0
7,1,6650.58,91850,85199.42,0,0,0,0
7,1,14995.9,85199.42,70203.52,0,0,0,0
7,1,39000.87,70203.52,31202.65,0,0,0,0
7,2,528622.86,582742,54119.14,12410,541032.86,0,0
7,1,1089.98,25865,24775.02,0,0,0,0
7,1,10526.04,11813,1286.96,0,0,0,0
7,1,11178.56,15901,4722.44,0,0,0,0
7,1,10808.71,67818,57009.29,0,0,0,0
7,1,15527.03,5118,0,0,0,0,0
7,3,125132,0,0,146571.64,271703.64,0,0
7,1,4461.48,126,0,0,0,0,0
7,1,3702.39,1161,0,0,0,0,0
7,1,393.7,21366,20972.3,0,0,0,0
7,1,804.71,20652,19847.29,0,0,0,0
7,1,2518.79,451,0,0,0,0,0
7,1,2136,0,0,0,0,0,0
7,1,2066.04,92029,89962.96,0,0,0,0
7,1,2239.6,89962.96,87723.36,0,0,0,0
7,1,5704.64,29933,24228.36,0,0,0,0
7,2,238567.79,3316,0,0,238567.79,0,0
7,1,4180.78,15685,11504.22,0,0,0,0
7,1,7928.7,22134.23,14205.53,0,0,0,0
7,1,6504.7,14205.53,7700.83,0,0,0,0
7,1,1155.58,21638,20482.42,0,0,0,0
7,1,408.24,681,272.76,0,0,0,0
7,1,1028.41,82573,81544.59,0,0,0,0
7,2,514977.05,391515,0,3298.05,693505.46,0,0
7,1,4527.22,6007,1479.78,0,0,0,0
7,1,575.79,3296,2720.21,0,0,0,0
7,3,183406.12,2720.21,0,1098205.25,1626304.94,0,0
7,3,41829.08,0,0,174250.48,0,0,0
7,5,289222.51,216079.56,505302.07,26958.81,0,0,0
7,2,1656720.92,505302.07,0,8528901.93,1.02E+07,0,0
7,2,617735.13,0,0,8062459.87,8680195.01,0,0
7,2,2940764.72,0,0,1.02E+07,1.29E+07,0,0
7,2,1575365.68,0,0,5137271.29,6712636.97,0,0
7,2,243525.21,0,0,679120.78,922645.99,0,0
7,2,939538.85,0,0,2565121.4,3504660.25,0,0
7,2,1055284.91,0,0,5410482.23,6465767.14,0,0
7,2,187429.05,0,0,588750.46,776179.51,0,0
7,2,453233.63,0,0,6876121.82,7329355.45,0,0
7,2,127408.65,0,0,6258428.28,6385836.94,0,0
7,2,570796.52,0,0,757713.52,1328510.04,0,0
7,2,111913.25,0,0,118545.81,230459.06,0,0
7,2,462678.47,0,0,4890257.27,5352935.74,0,0
7,2,16657.05,0,0,21262.59,37919.65,0,0
7,2,97708.32,0,0,935388.25,1033096.57,0,0
7,2,37636.22,0,0,5213599.03,5251235.25,0,0
7,2,253411.19,0,0,4510966.6,4598815.2,0,0
7,2,134662.68,0,0,1225416.83,1360079.51,0,0
7,2,156273.53,0,0,281960.33,438233.86,0,0
7,2,85304.05,0,0,196949.7,493580.49,0,0
7,2,81678.71,0,0,1.08E+07,1.09E+07,0,0
7,2,88189.43,0,0,473523.43,561712.86,0,0
7,2,95178.13,0,0,1.46E+07,1.47E+07,0,0
7,1,7785.98,4057,0,0,0,0,0
7,3,150955.19,0,0,171986.09,322941.28,0,0
7,1,3228.14,31745,28516.86,0,0,0,0
7,1,18106.63,48251,30144.37,0,0,0,0
7,1,12255.05,157,0,0,0,0,0
7,1,2686.38,0,0,0,0,0,0
7,1,9118,7323,0,0,0,0,0
7,4,394.24,102,0,108089.19,108483.43,0,0
7,2,703911.36,48039,0,444,704355.36,0,0
7,1,12923.2,37504,24580.8,0,0,0,0
7,1,4732.25,44824.97,40092.72,0,0,0,0
7,1,8414.06,40092.72,31678.66,0,0,0,0
7,1,7283.63,124591,117307.37,0,0,0,0
7,2,1379628.76,125704,0,0,1379628.76,0,0
7,2,492198.86,70032,0,27725.43,428593.84,0,0
7,1,3212.49,231,0,0,0,0,0
7,1,1730.73,20875,19144.27,0,0,0,0
7,1,3046.56,2426.7,0,0,0,0,0
7,3,92589.97,0,0,306705.25,31831.51,0,0
7,1,4483.02,46844.35,42361.33,0,0,0,0
7,3,42055.67,42361.33,305.66,1231782.7,1273838.38,0,0
7,3,261230.56,305.66,0,9711909.04,9973139.6,0,0
7,3,35447.66,0,0,190013.31,225460.97,0,0
7,3,43721.63,0,0,6735578.65,6779300.28,0,0
7,3,175230.37,0,0,518275.09,693505.46,0,0
7,3,137197.06,0,0,868584.42,1005781.48,0,0
7,3,268149.38,0,0,573285.84,841435.22,0,0
7,3,285134.78,0,0,472644.23,757779.01,0,0
7,3,136032.35,0,0,182524.92,318557.28,0,0
7,3,258307.33,0,0,7230364.46,7488671.79,0,0
7,3,239049.7,0,0,398716.26,637765.96,0,0
7,3,211326.73,0,0,282253.75,493580.49,0,0
7,3,151095.37,0,0,4290370.56,4441465.94,0,0
7,3,69844.46,0,0,400950.32,532138.2,0,0
7,3,31980.86,0,0,2518683.14,2324423.73,0,0
7,3,226443.9,0,0,678941.54,905385.44,0,0
7,3,122859.05,0,0,158782.22,281641.27,0,0
7,3,38040.24,0,0,75837.12,113877.36,0,0
7,3,30030.44,0,0,362416.81,392447.25,0,0
7,3,133897.63,0,0,755218.12,889115.75,0,0
7,3,29066.84,0,0,99862.85,128929.7,0,0
7,3,344693.57,0,0,1281611.38,1626304.94,0,0
7,3,141623.72,0,0,470794.78,532138.2,0,0
7,3,235427.33,0,0,7602515.57,7837942.9,0,0
7,5,25221.1,21,25242.1,13943.92,0,0,0
7,1,656.31,25215,24558.69,0,0,0,0
7,1,1014.52,474406.96,473392.44,0,0,0,0
7,1,12921.9,473392.44,460470.54,0,0,0,0
7,1,59.12,29945,29885.88,0,0,0,0
7,1,7995.66,611087,603091.34,0,0,0,0
7,2,457008.04,887,0,0,457008.04,0,0
7,2,810479.77,341,0,19972,830451.77,0,0
7,1,1915.86,9935,8019.14,0,0,0,0
7,2,595846.21,118425.71,0,46257.07,642103.28,0,0
7,1,18596.2,0,0,0,0,0,0
7,1,775.28,31782,31006.72,0,0,0,0
7,1,11177.15,516641,505463.85,0,0,0,0
7,1,132,308,176,0,0,0,0
7,5,12745.74,32636,45381.74,0,0,0,0
7,1,7733.71,73490,65756.29,0,0,0,0
7,1,3966.45,110638,106671.55,0,0,0,0
7,1,4514.37,10354,5839.63,0,0,0,0
7,1,4671.39,106192,101520.61,0,0,0,0
7,1,173.52,101520.61,101347.09,0,0,0,0
7,1,7813.41,118096,110282.59,0,0,0,0
7,3,129079.67,110282.59,0,1526674.03,1655753.7,0,0
7,3,80117.92,0,0,164242.82,244360.74,0,0
7,1,1962.68,5638,3675.32,0,0,0,0
7,2,138389.21,30286,0,0,138389.21,0,0
7,1,3737.22,49193.61,45456.39,0,0,0,0
7,1,2506.06,45456.39,42950.32,0,0,0,0
7,1,13670,12283,0,0,0,0,0
7,1,8582.89,886,0,0,0,0,0
7,1,13006.27,21543,8536.73,0,0,0,0
7,1,6686.54,12269,5582.46,0,0,0,0
7,1,1410.56,21669,20258.44,0,0,0,0
7,1,1157.15,346,0,0,0,0,0
7,2,436465.06,25838,0,26547,463012.06,0,0
7,1,3060.2,0,0,0,0,0,0
7,1,2344.4,0,0,0,0,0,0
7,1,6933.54,75734,68800.46,0,0,0,0
7,1,738.02,5026,4287.98,0,0,0,0
7,1,15619.46,31429,15809.54,0,0,0,0
7,1,8164.1,788,0,0,0,0,0
7,1,2065.03,22411,20345.97,0,0,0,0
7,1,758.61,596.09,0,0,0,0,0
7,1,4490.35,0,0,0,0,0,0
7,1,2413.14,664160,661746.86,0,0,0,0
7,2,340862.96,374713,33850.04,230983.35,571846.3,0,0
7,2,154402.33,995,0,15680.66,170082.99,0,0
7,1,3530.38,21164,17633.62,0,0,0,0
7,1,16261.55,10410,0,0,0,0,0
7,1,7021.77,284654.9,277633.13,0,0,0,0
7,1,10701.58,277633.13,266931.55,0,0,0,0
7,1,2834.08,352535.03,349700.95,0,0,0,0
7,1,3687.46,349700.95,346013.49,0,0,0,0
7,1,808.34,20926,20117.66,0,0,0,0
7,1,2894.91,340279.98,337385.07,0,0,0,0
7,3,55412.64,337385.07,281972.44,90698.78,146111.42,0,0
7,3,263017.13,20289,0,128929.73,333751.15,0,0
7,1,1800.78,2533,732.22,0,0,0,0
7,1,556.8,41077,40520.2,0,0,0,0
7,3,143860.31,40520.2,0,519924.29,428593.84,0,0
7,1,6769.62,52381,45611.38,0,0,0,0
7,1,4470.86,16389,11918.14,0,0,0,0
7,1,386.54,105906,105519.46,0,0,0,0
7,1,5688.89,24580,18891.11,0,0,0,0
7,1,12064.58,61770,49705.42,0,0,0,0
7,1,2734.82,16615,13880.18,0,0,0,0
7,1,5047.01,128380,123332.99,0,0,0,0
7,1,5593.85,322,0,0,0,0,0
7,4,1095.24,10410,9314.76,1709,2804.24,0,0
7,1,11160.28,28771.62,17611.34,0,0,0,0
7,1,9690.05,17611.34,7921.29,0,0,0,0
7,1,4895.1,115220.79,110325.69,0,0,0,0
7,5,151466.86,110325.69,261792.55,1.31E+07,1.25E+07,0,0
7,5,196034.13,261792.55,457826.68,1.31E+07,1.29E+07,0,0
7,5,165559.32,457826.68,623386,181882.49,16323.17,0,0
7,5,71440.65,623386,694826.65,185428.84,113988.19,0,0
7,5,129759.91,694826.65,824586.55,489629.24,359869.33,0,0
7,5,137890.93,824586.55,962477.48,138262.58,371.65,0,0
7,5,42354.06,962477.48,1004831.54,91794.85,49440.79,0,0
7,5,438047.1,1004831.54,1442878.64,1.61E+07,1.57E+07,0,0
7,5,80280.3,1442878.64,1523158.94,612418.5,532138.2,0,0
7,5,32532.12,1523158.94,1555691.06,388222.81,355690.69,0,0
7,5,178823.75,1555691.06,1734514.81,493375.59,314551.85,0,0
7,5,223559.66,1734514.81,1958074.46,5683562.56,5460002.91,0,0
7,5,290124.75,1958074.46,2248199.21,294971.9,4847.15,0,0
7,5,173061.52,2248199.21,2421260.74,246208.54,73147.02,0,0
7,5,52429.68,2421260.74,2473690.41,279027.08,226597.4,0,0
7,5,128998.92,2473690.41,2602689.33,1115102.26,986103.34,0,0
7,5,502571.35,2602689.33,3105260.68,568547.29,32266.57,0,0
7,5,815501.07,3105260.68,3920761.76,1.10E+07,1.02E+07,0,0
7,5,140862.84,3920761.76,4061624.6,196153.32,55290.48,0,0
7,5,2654.73,4061624.6,4064279.33,2087450.62,2084795.89,0,0
7,5,44740,4064279.33,4109019.33,716365.55,671625.55,0,0
7,5,56976.46,4109019.33,4165995.79,8804981.7,8748005.25,0,0
7,5,58195.71,4165995.79,4224191.49,391946.86,333751.15,0,0
7,5,18097.74,4224191.49,4242289.24,21170,3072.26,0,0
7,5,235190.76,4242289.24,4477480,663784.6,428593.84,0,0
7,5,272342.01,4477480,4749822,6920022.96,6647680.95,0,0
7,5,336844.89,4749822,5086666.89,2011521.64,1674676.75,0,0
7,5,209715.24,5086666.89,5296382.13,555854.87,346139.62,0,0
7,5,496460.1,5296382.13,5792842.23,1.29E+07,1.25E+07,0,0
7,5,175995.9,5792842.23,5968838.13,598430.14,136576.79,0,0
7,5,285857.46,5968838.13,6254695.59,422434.24,136576.79,0,0
7,5,218080.84,6254695.59,6472776.43,657876.65,439795.81,0,0
7,5,44833.06,6472776.43,6517609.49,65975.94,32266.57,0,0
7,5,6288.28,6517609.49,6523897.77,21351,15062.72,0,0
7,5,120155.92,6523897.77,6644053.69,288861.69,168705.77,0,0
7,5,226240.27,6644053.69,6870293.97,2550664,2324423.73,0,0
7,5,165562.59,6870293.97,7035856.55,4764377.79,4598815.2,0,0
7,5,139446.85,7035856.55,7175303.41,297936.1,158489.25,0,0
7,5,150031.09,7175303.41,7325334.49,1439388.84,1289357.76,0,0
7,5,280873.88,7325334.49,7606208.37,1.44E+07,1.41E+07,0,0
7,5,43850.3,7606208.37,7650058.67,99555.25,55704.95,0,0
7,5,30075.22,7650058.67,7680133.9,213593.04,183517.82,0,0
7,5,11609.72,7680133.9,7691743.61,40401,28791.28,0,0
7,5,219836.42,7691743.61,7911580.03,238256,18419.58,0,0
7,5,367463.71,7911580.03,8279043.74,399295.22,31831.51,0,0
7,5,148725.69,8279043.74,8427769.43,741102.29,592376.6,0,0
7,5,16529.09,8427769.43,8444298.53,57905.48,41376.39,0,0
7,1,6387,45147,38760,0,0,0,0
7,1,12726.04,258781,246054.96,0,0,0,0
7,1,11045.61,24663,13617.39,0,0,0,0
7,1,4047.79,89428,85380.21,0,0,0,0
7,3,98848.63,7151,0,12268.21,111116.84,0,0
7,1,1837.39,63722,61884.61,0,0,0,0
7,2,528013.15,53884,0,777814.86,1305828.01,0,0
7,1,1543.46,0,0,0,0,0,0
